iter	Passed	Remaining
534	2069	1798
535	2072	1794
536	2076	1790
537	2079	1786
538	2083	1781
539	2086	1777
540	2090	1773
541	2093	1769
542	2097	1765
543	2100	1761
544	2104	1756
545	2108	1752
546	2111	1748
547	2119	1747
548	2124	1744
549	2129	1742
550	2132	1737
551	2136	1733
552	2140	1729
553	2143	1725
554	2147	1721
555	2151	1717
556	2154	1713
557	2157	1709
558	2161	1705
559	2165	1701
560	2168	1696
561	2172	1692
562	2175	1688
563	2179	1684
564	2182	1680
565	2186	1676
566	2189	1672
567	2193	1667
568	2196	1663
569	2200	1659
570	2205	1656
571	2211	1654
572	2216	1651
573	2221	1648
574	2226	1645
575	2232	1643
576	2238	1640
577	2243	1637
578	2249	1635
579	2254	1632
580	2258	1628
581	2262	1624
582	2265	1620
583	2269	1616
584	2273	1612
585	2276	1608
586	2280	1604
587	2283	1600
588	2287	1596
589	2290	1591
590	2294	1587
591	2297	1583
592	2301	1579
593	2306	1576
594	2309	1572
595	2313	1568
596	2316	1563
597	2320	1559
598	2323	1555
599	2327	1551
600	2330	1547
601	2334	1543
602	2337	1539
603	2341	1534
604	2344	1530
605	2348	1526
606	2352	1522
607	2355	1518
608	2359	1514
609	2362	1510
610	2366	1506
611	2369	1502
612	2373	1498
613	2376	1494
614	2380	1490
615	2384	1486
616	2387	1482
617	2391	1478
618	2394	1473
619	2398	1469
620	2401	1465
621	2405	1461
622	2408	1457
623	2412	1453
624	2415	1449
625	2419	1445
626	2422	1441
627	2426	1437
628	2431	1434
629	2436	1431
630	2442	1428
631	2447	1425
632	2452	1422
633	2459	1419
634	2464	1416
635	2469	1413
636	2475	1410
637	2480	1407
638	2485	1404
639	2491	1401
640	2496	1398
641	2502	1395
642	2507	1392
643	2513	1389
644	2524	1389
645	2530	1386
646	2535	1383
647	2541	1380
648	2547	1377
649	2553	1375
650	2557	1370
651	2560	1366
652	2571	1366
653	2574	1362
654	2578	1358
655	2583	1354
656	2586	1350
657	2590	1346
658	2593	1342
659	2598	1338
660	2601	1334
661	2605	1330
662	2608	1326
663	2613	1322
664	2616	1318
665	2620	1313
666	2623	1309
667	2627	1305
668	2630	1301
669	2634	1297
670	2637	1293
671	2641	1289
672	2644	1284
673	2648	1280
674	2651	1276
675	2655	1272
676	2658	1268
677	2662	1264
678	2665	1260
679	2669	1256
680	2672	1252
681	2676	1247
682	2679	1243
683	2683	1239
684	2686	1235
685	2690	1231
686	2693	1227
687	2697	1223
688	2700	1219
689	2704	1215
690	2707	1210
691	2711	1206
692	2714	1202
693	2720	1199
694	2724	1195
695	2728	1191
696	2732	1187
697	2735	1183
698	2739	1179
699	2742	1175
700	2746	1171
701	2750	1167
702	2753	1163
703	2757	1159
704	2777	1162
705	2783	1159
706	2787	1155
707	2790	1150
708	2795	1147
709	2798	1143
710	2804	1140
711	2808	1135
712	2812	1131
713	2818	1128
714	2824	1125
715	2829	1122
716	2841	1121
717	2846	1118
718	2850	1113
719	2853	1109
720	2859	1106
721	2866	1103
722	2871	1100
723	2876	1096
724	2879	1092
725	2883	1088
726	2887	1084
727	2894	1081
728	2898	1077
729	2901	1073
730	2905	1069
731	2909	1065
732	2913	1061
733	2916	1056
734	2920	1052
735	2923	1048
736	2927	1044
737	2930	1040
738	2934	1036
739	2937	1032
740	2941	1028
741	2944	1023
742	2948	1019
743	2952	1015
744	2955	1011
745	2959	1007
746	2962	1003
747	2966	999
748	2969	995
749	2973	991
750	2976	986
751	2980	982
752	2983	978
753	2987	974
754	2990	970
755	2994	966
756	2997	962
757	3003	958
758	3007	954
759	3010	950
760	3014	946
761	3019	942
762	3024	939
763	3027	935
764	3031	931
765	3036	927
766	3039	923
767	3043	919
768	3047	915
769	3050	911
770	3054	907
771	3057	903
772	3061	898
773	3064	894
774	3068	890
775	3071	886
776	3075	882
777	3078	878
778	3082	874
779	3085	870
780	3089	866
781	3092	862
782	3096	858
783	3103	854
784	3108	851
785	3114	848
786	3120	844
787	3126	841
788	3132	837
789	3138	834
790	3143	830
791	3150	827
792	3180	830
793	3200	830
794	3206	826
795	3212	823
796	3217	819
797	3224	816
798	3241	815
799	3245	811
800	3248	807
801	3252	802
802	3255	798
803	3259	794
804	3262	790
805	3266	786
806	3269	782
807	3273	777
808	3276	773
809	3280	769
810	3283	765
811	3287	761
812	3290	756
813	3294	752
814	3297	748
815	3301	744
816	3304	740
817	3308	736
818	3311	731
819	3315	727
820	3318	723
821	3322	719
822	3325	715
823	3329	711
824	3332	706
825	3336	702
826	3339	698
827	3343	694
828	3347	690
829	3350	686
830	3354	682
831	3357	677
832	3360	673
833	3364	669
834	3368	665
835	3371	661
836	3375	657
837	3378	653
838	3382	649
839	3385	644
840	3389	640
841	3392	636
842	3396	632
843	3403	629
844	3408	625
845	3413	621
846	3417	617
847	3421	613
848	3424	609
849	3428	604
850	3431	600
851	3435	596
852	3438	592
853	3442	588
854	3445	584
855	3449	580
856	3452	576
857	3456	572
858	3459	567
859	3463	563
860	3466	559
861	3470	555
862	3473	551
863	3478	547
864	3484	543
865	3489	539
866	3494	536
867	3500	532
868	3506	528
869	3511	524
870	3518	521
871	3529	518
872	3534	514
873	3539	510
874	3542	506
875	3546	501
876	3549	497
877	3553	493
878	3557	489
879	3560	485
880	3564	481
881	3567	477
882	3572	473
883	3575	469
884	3579	465
885	3583	461
886	3586	456
887	3590	452
888	3593	448
889	3597	444
890	3600	440
891	3604	436
892	3607	432
893	3611	428
894	3614	424
895	3618	419
896	3621	415
897	3625	411
898	3628	407
899	3632	403
900	3635	399
901	3639	395
902	3642	391
903	3646	387
904	3649	383
905	3653	379
906	3656	374
907	3660	370
908	3663	366
909	3667	362
910	3670	358
911	3674	354
912	3677	350
913	3681	346
914	3684	342
915	3688	338
916	3691	334
917	3695	330
918	3698	325
919	3702	321
920	3705	317
921	3709	313
922	3712	309
923	3716	305
924	3719	301
925	3723	297
926	3726	293
927	3730	289
928	3733	285
929	3737	281
930	3740	277
931	3744	273
932	3747	269
933	3751	265
934	3754	261
935	3758	256
936	3761	252
937	3765	248
938	3768	244
939	3772	240
940	3785	237
941	3790	233
942	3795	229
943	3798	225
944	3802	221
945	3805	217
946	3809	213
947	3812	209
948	3816	205
949	3819	201
950	3823	196
951	3826	192
952	3830	188
953	3833	184
954	3837	180
955	3841	176
956	3845	172
957	3848	168
958	3852	164
959	3856	160
960	3859	156
961	3863	152
962	3871	148
963	3875	144
964	3885	140
965	3889	136
966	3893	132
967	3896	128
968	3900	124
969	3903	120
970	3907	116
971	3910	112
972	3914	108
973	3917	104
974	3921	100
975	3925	96
976	3928	92
977	3932	88
978	3935	84
979	3939	80
980	3942	76
981	3946	72
982	3949	68
983	3953	64
984	3956	60
985	3960	56
986	3964	52
987	3967	48
988	3971	44
989	3974	40
990	3980	36
991	3984	32
992	3987	28
993	3991	24
994	3999	20
995	4002	16
996	4006	12
997	4010	8
998	4013	4
999	4017	0
