iter	Logloss
595	0.3768338643
596	0.3768338643
597	0.3768338643
598	0.3768338643
599	0.3768338643
600	0.3768338643
601	0.3768338643
602	0.3768338643
603	0.3768338643
604	0.3768338643
605	0.3768338643
606	0.3768338643
607	0.3768338643
608	0.3768338643
609	0.3768338643
610	0.3768338643
611	0.3768338643
612	0.3768338643
613	0.3768338643
614	0.3768338643
615	0.3768338643
616	0.3768338643
617	0.3768338643
618	0.3768338643
619	0.3768338643
620	0.3768338643
621	0.3768338643
622	0.3768338643
623	0.3768338643
624	0.3768338643
625	0.3768338643
626	0.3768338643
627	0.3768338643
628	0.3768338643
629	0.3768338643
630	0.3768338643
631	0.3768338643
632	0.3768338643
633	0.3768338643
634	0.3768338643
635	0.3768338643
636	0.3768338643
637	0.3768338643
638	0.3768338643
639	0.3768338643
640	0.3768338643
641	0.3768338643
642	0.3768338643
643	0.3768338643
644	0.3768338643
645	0.3768338643
646	0.3768338643
647	0.3768338643
648	0.3768338643
649	0.3768338643
650	0.3768338643
651	0.3768338643
652	0.3768338643
653	0.3768338643
654	0.3768338643
655	0.3768338643
656	0.3768338643
657	0.3768338643
658	0.3768338643
659	0.3768338643
660	0.3768338643
661	0.3768338643
662	0.3768338643
663	0.3768338643
664	0.3768338643
665	0.3768338643
666	0.3768338643
667	0.3768338643
668	0.3768338643
669	0.3768338643
670	0.3768338643
671	0.3768338643
672	0.3768338643
673	0.3768338643
674	0.3768338643
675	0.3768338643
676	0.3768338643
677	0.3768338643
678	0.3768338643
679	0.3768338643
680	0.3768338643
681	0.3768338643
682	0.3768338643
683	0.3768338643
684	0.3768338643
685	0.3768338643
686	0.3768338643
687	0.3768338643
688	0.3768338643
689	0.3768338643
690	0.3768338643
691	0.3768338643
692	0.3768338643
693	0.3768338643
694	0.3768338643
695	0.3768338643
696	0.3768338643
697	0.3768338643
698	0.3768338643
699	0.3768338643
700	0.3768338643
701	0.3768338643
702	0.3768338643
703	0.3768338643
704	0.3768338643
705	0.3768338643
706	0.3768338643
707	0.3768338643
708	0.3768338643
709	0.3768338643
710	0.3768338643
711	0.3768338643
712	0.3768338643
713	0.3768338643
714	0.3768338643
715	0.3768338643
716	0.3768338643
717	0.3768338643
718	0.3768338643
719	0.3768338643
720	0.3768338643
721	0.3768338643
722	0.3768338643
723	0.3768338643
724	0.3768338643
725	0.3768338643
726	0.3768338643
727	0.3768338643
728	0.3768338643
729	0.3768338643
730	0.3768338643
731	0.3768338643
732	0.3768338643
733	0.3768338643
734	0.3768338643
735	0.3768338643
736	0.3768338643
737	0.3768338643
738	0.3768338643
739	0.3768338643
740	0.3768338643
741	0.3768338643
742	0.3768338643
743	0.3768338643
744	0.3768338643
745	0.3768338643
746	0.3768338643
747	0.3768338643
748	0.3768338643
749	0.3768338643
750	0.3768338643
751	0.3768338643
752	0.3768338643
753	0.3768338643
754	0.3768338643
755	0.3768338643
756	0.3768338643
757	0.3768338643
758	0.3768338643
759	0.3768338643
760	0.3768338643
761	0.3768338643
762	0.3768338643
763	0.3768338643
764	0.3768338643
765	0.3768338643
766	0.3768338643
767	0.3768338643
768	0.3768338643
769	0.3768338643
770	0.3768338643
771	0.3768338643
772	0.3768338643
773	0.3768338643
774	0.3768338643
775	0.3768338643
776	0.3768338643
777	0.3768338643
778	0.3768338643
779	0.3768338643
780	0.3768338643
781	0.3768338643
782	0.3768338643
783	0.3768338643
784	0.3768338643
785	0.3768338643
786	0.3768338643
787	0.3768338643
788	0.3768338643
789	0.3768338643
790	0.3768338643
791	0.3768338643
792	0.3768338643
793	0.3768338643
794	0.3768338643
795	0.3768338643
796	0.3768338643
797	0.3768338643
798	0.3768338643
799	0.3768338643
800	0.3768338643
801	0.3768338643
802	0.3768338643
803	0.3768338643
804	0.3768338643
805	0.3768338643
806	0.3768338643
807	0.3768338643
808	0.3768338643
809	0.3768338643
810	0.3768338643
811	0.3768338643
812	0.3768338643
813	0.3768338643
814	0.3768338643
815	0.3768338643
816	0.3768338643
817	0.3768338643
818	0.3768338643
819	0.3768338643
820	0.3768338643
821	0.3768338643
822	0.3768338643
823	0.3768338643
824	0.3768338643
825	0.3768338643
826	0.3768338643
827	0.3768338643
828	0.3768338643
829	0.3768338643
830	0.3768338643
831	0.3768338643
832	0.3768338643
833	0.3768338643
834	0.3768338643
835	0.3768338643
836	0.3768338643
837	0.3768338643
838	0.3768338643
839	0.3768338643
840	0.3768338643
841	0.3768338643
842	0.3768338643
843	0.3768338643
844	0.3768338643
845	0.3768338643
846	0.3768338643
847	0.3768338643
848	0.3768338643
849	0.3768338643
850	0.3768338643
851	0.3768338643
852	0.3768338643
853	0.3768338643
854	0.3768338643
855	0.3768338643
856	0.3768338643
857	0.3768338643
858	0.3768338643
859	0.3768338643
860	0.3768338643
861	0.3768338643
862	0.3768338643
863	0.3768338643
864	0.3768338643
865	0.3768338643
866	0.3768338643
867	0.3768338643
868	0.3768338643
869	0.3768338643
870	0.3768338643
871	0.3768338643
872	0.3768338643
873	0.3768338643
874	0.3768338643
875	0.3768338643
876	0.3768338643
877	0.3768338643
878	0.3768338643
879	0.3768338643
880	0.3768338643
881	0.3768338643
882	0.3768338643
883	0.3768338643
884	0.3768338643
885	0.3768338643
886	0.3768338643
887	0.3768338643
888	0.3768338643
889	0.3768338643
890	0.3768338643
891	0.3768338643
892	0.3768338643
893	0.3768338643
894	0.3768338643
895	0.3768338643
896	0.3768338643
897	0.3768338643
898	0.3768338643
899	0.3768338643
900	0.3768338643
901	0.3768338643
902	0.3768338643
903	0.3768338643
904	0.3768338643
905	0.3768338643
906	0.3768338643
907	0.3768338643
908	0.3768338643
909	0.3768338643
910	0.3768338643
911	0.3768338643
912	0.3768338643
913	0.3768338643
914	0.3768338643
915	0.3768338643
916	0.3768338643
917	0.3768338643
918	0.3768338643
919	0.3768338643
920	0.3768338643
921	0.3768338643
922	0.3768338643
923	0.3768338643
924	0.3768338643
925	0.3768338643
926	0.3768338643
927	0.3768338643
928	0.3768338643
929	0.3768338643
930	0.3768338643
931	0.3768338643
932	0.3768338643
933	0.3768338643
934	0.3768338643
935	0.3768338643
936	0.3768338643
937	0.3768338643
938	0.3768338643
939	0.3768338643
940	0.3768338643
941	0.3768338643
942	0.3768338643
943	0.3768338643
944	0.3768338643
945	0.3768338643
946	0.3768338643
947	0.3768338643
948	0.3768338643
949	0.3768338643
950	0.3768338643
951	0.3768338643
952	0.3768338643
953	0.3768338643
954	0.3768338643
955	0.3768338643
956	0.3768338643
957	0.3768338643
958	0.3768338643
959	0.3768338643
960	0.3768338643
961	0.3768338643
962	0.3768338643
963	0.3768338643
964	0.3768338643
965	0.3768338643
966	0.3768338643
967	0.3768338643
968	0.3768338643
969	0.3768338643
970	0.3768338643
971	0.3768338643
972	0.3768338643
973	0.3768338643
974	0.3768338643
975	0.3768338643
976	0.3768338643
977	0.3768338643
978	0.3768338643
979	0.3768338643
980	0.3768338643
981	0.3768338643
982	0.3768338643
983	0.3768338643
984	0.3768338643
985	0.3768338643
986	0.3768338643
987	0.3768338643
988	0.3768338643
989	0.3768338643
990	0.3768338643
991	0.3768338643
992	0.3768338643
993	0.3768338643
994	0.3768338643
995	0.3768338643
996	0.3768338643
997	0.3768338643
998	0.3768338643
999	0.3768338643
