iter	Passed	Remaining
264	2027	5622
265	2033	5612
266	2040	5601
267	2046	5589
268	2052	5577
269	2059	5567
270	2065	5555
271	2071	5545
272	2081	5541
273	2087	5531
274	2094	5521
275	2100	5509
276	2106	5498
277	2112	5487
278	2118	5475
279	2125	5466
280	2132	5455
281	2138	5445
282	2145	5436
283	2152	5425
284	2158	5415
285	2165	5406
286	2171	5395
287	2178	5384
288	2184	5373
289	2190	5363
290	2196	5352
291	2203	5342
292	2209	5330
293	2216	5322
294	2226	5320
295	2234	5315
296	2242	5307
297	2249	5299
298	2257	5291
299	2263	5281
300	2270	5271
301	2277	5263
302	2283	5253
303	2289	5242
304	2296	5232
305	2302	5222
306	2309	5213
307	2315	5202
308	2321	5192
309	2328	5181
310	2334	5171
311	2340	5160
312	2347	5152
313	2353	5142
314	2359	5131
315	2365	5120
316	2372	5111
317	2379	5102
318	2386	5095
319	2393	5085
320	2399	5076
321	2405	5065
322	2411	5055
323	2418	5046
324	2425	5038
325	2432	5029
326	2438	5019
327	2445	5010
328	2451	5000
329	2458	4991
330	2465	4982
331	2471	4973
332	2478	4964
333	2484	4954
334	2491	4944
335	2497	4935
336	2503	4926
337	2510	4916
338	2516	4906
339	2522	4897
340	2529	4887
341	2534	4876
342	2541	4867
343	2547	4858
344	2553	4848
345	2560	4839
346	2566	4829
347	2572	4819
348	2578	4810
349	2584	4800
350	2591	4791
351	2597	4781
352	2604	4774
353	2610	4764
354	2617	4755
355	2623	4745
356	2629	4736
357	2635	4726
358	2641	4716
359	2648	4708
360	2654	4698
361	2660	4688
362	2666	4679
363	2672	4669
364	2679	4660
365	2687	4654
366	2695	4650
367	2702	4640
368	2708	4632
369	2715	4623
370	2721	4613
371	2727	4605
372	2734	4596
373	2741	4588
374	2747	4579
375	2754	4570
376	2762	4564
377	2768	4555
378	2774	4546
379	2780	4537
380	2787	4528
381	2793	4519
382	2799	4509
383	2805	4500
384	2812	4492
385	2817	4482
386	2829	4482
387	2838	4477
388	2847	4472
389	2856	4467
390	2865	4463
391	2873	4456
392	2879	4448
393	2886	4439
394	2894	4433
395	2902	4427
396	2910	4420
397	2917	4412
398	2923	4403
399	2929	4394
400	2936	4386
401	2942	4377
402	2949	4369
403	2955	4360
404	2961	4351
405	2968	4343
406	2974	4334
407	2981	4325
408	2987	4316
409	2993	4307
410	2999	4299
411	3005	4289
412	3011	4280
413	3017	4271
414	3024	4263
415	3031	4255
416	3036	4245
417	3043	4236
418	3049	4228
419	3055	4219
420	3062	4211
421	3068	4202
422	3074	4193
423	3080	4185
424	3086	4176
425	3093	4168
426	3100	4160
427	3107	4152
428	3113	4143
429	3119	4135
430	3126	4127
431	3132	4118
432	3138	4109
433	3144	4101
434	3150	4092
435	3157	4084
436	3163	4075
437	3169	4066
438	3176	4058
439	3182	4050
440	3188	4042
441	3195	4033
442	3200	4023
443	3206	4014
444	3212	4006
445	3218	3997
446	3226	3991
447	3237	3989
448	3244	3980
449	3250	3972
450	3256	3963
451	3262	3955
452	3269	3947
453	3275	3939
454	3281	3931
455	3288	3922
456	3294	3914
457	3300	3905
458	3305	3896
459	3312	3888
460	3318	3879
461	3324	3871
462	3330	3862
463	3336	3853
464	3342	3845
465	3348	3837
466	3354	3828
467	3360	3820
468	3367	3812
469	3372	3803
470	3379	3795
471	3385	3787
472	3391	3779
473	3398	3770
474	3404	3762
475	3410	3754
476	3416	3746
477	3424	3739
478	3430	3731
479	3436	3723
480	3443	3715
481	3449	3707
482	3455	3698
483	3461	3690
484	3467	3681
485	3473	3674
486	3480	3666
487	3486	3657
488	3492	3649
489	3499	3641
490	3505	3633
491	3512	3626
492	3517	3617
493	3524	3609
494	3529	3601
495	3535	3592
496	3541	3584
497	3548	3576
498	3554	3568
499	3560	3560
500	3566	3552
501	3572	3544
502	3580	3538
503	3587	3530
504	3592	3521
505	3598	3513
506	3605	3505
507	3613	3499
508	3621	3493
509	3629	3487
510	3636	3480
511	3643	3472
512	3649	3464
513	3655	3456
514	3662	3449
515	3669	3441
516	3677	3435
517	3684	3428
518	3690	3419
519	3696	3412
520	3702	3403
521	3708	3396
522	3714	3387
523	3720	3379
524	3726	3371
525	3732	3363
526	3739	3355
527	3745	3347
528	3751	3340
529	3757	3332
530	3764	3324
531	3770	3316
532	3776	3308
533	3782	3301
534	3789	3293
535	3795	3285
536	3801	3277
537	3808	3270
538	3815	3263
539	3821	3255
540	3829	3248
541	3835	3241
542	3843	3234
543	3849	3227
544	3856	3219
545	3863	3212
546	3870	3205
547	3879	3199
548	3888	3194
549	3895	3186
550	3901	3179
551	3907	3171
552	3913	3163
553	3919	3155
554	3925	3147
555	3932	3140
556	3939	3132
557	3945	3125
558	3952	3118
559	3958	3110
560	3965	3103
561	3971	3095
562	3978	3088
563	3984	3080
564	3990	3072
565	3997	3064
566	4003	3057
567	4008	3048
568	4015	3041
569	4022	3034
570	4028	3026
571	4035	3019
572	4041	3011
573	4048	3004
574	4054	2997
575	4062	2990
576	4069	2983
577	4075	2975
578	4082	2968
579	4088	2960
580	4094	2952
581	4100	2945
582	4106	2937
583	4112	2929
584	4119	2922
585	4125	2914
586	4132	2907
587	4138	2900
588	4145	2892
589	4151	2884
590	4157	2877
591	4164	2869
592	4170	2862
593	4176	2854
594	4182	2846
595	4188	2839
596	4195	2832
597	4201	2824
598	4208	2817
599	4217	2811
600	4227	2806
601	4235	2800
602	4241	2792
603	4248	2785
604	4254	2777
605	4260	2770
606	4267	2762
607	4273	2755
608	4279	2747
609	4286	2740
610	4292	2733
611	4298	2725
612	4305	2717
613	4311	2710
614	4318	2703
615	4325	2696
616	4331	2688
617	4337	2681
618	4344	2673
619	4350	2666
620	4356	2658
621	4362	2651
622	4368	2643
623	4374	2636
624	4380	2628
625	4386	2620
626	4392	2613
627	4399	2605
628	4405	2598
629	4411	2590
630	4417	2583
631	4423	2575
632	4430	2568
633	4436	2561
634	4442	2553
635	4449	2546
636	4455	2539
637	4462	2531
638	4468	2524
639	4475	2517
640	4481	2510
641	4488	2502
642	4494	2495
643	4501	2488
644	4507	2480
645	4513	2473
646	4520	2466
647	4526	2458
648	4532	2451
649	4538	2444
650	4545	2436
651	4551	2429
652	4558	2422
653	4564	2414
654	4570	2407
655	4576	2400
656	4583	2392
657	4589	2385
658	4595	2378
659	4602	2370
660	4608	2363
661	4614	2355
662	4620	2348
663	4627	2341
664	4633	2334
665	4640	2326
666	4646	2319
667	4660	2316
668	4669	2310
669	4678	2304
670	4684	2296
671	4690	2289
672	4696	2282
673	4702	2274
674	4709	2267
675	4716	2260
676	4722	2253
677	4729	2246
678	4736	2239
679	4743	2232
680	4749	2224
681	4756	2217
682	4763	2210
683	4769	2203
684	4783	2199
685	4789	2192
686	4796	2185
687	4803	2178
688	4810	2171
689	4816	2163
690	4823	2156
691	4829	2149
692	4835	2142
693	4842	2134
694	4848	2127
695	4856	2121
696	4865	2114
697	4872	2108
698	4879	2101
699	4885	2093
700	4891	2086
701	4897	2079
702	4904	2071
703	4910	2064
704	4916	2057
705	4923	2050
706	4929	2042
707	4935	2035
708	4941	2028
709	4947	2020
710	4954	2013
711	4960	2006
712	4966	1999
713	4972	1991
714	4978	1984
715	4984	1977
716	4991	1970
717	4997	1962
718	5004	1955
719	5010	1948
720	5016	1941
721	5024	1934
722	5031	1927
723	5038	1920
724	5044	1913
725	5050	1906
726	5057	1899
727	5063	1891
728	5069	1884
729	5075	1877
730	5082	1870
731	5089	1863
732	5096	1856
733	5102	1849
734	5108	1842
735	5115	1834
736	5121	1827
737	5127	1820
738	5133	1813
739	5139	1805
740	5146	1798
741	5152	1791
742	5158	1784
743	5164	1777
744	5170	1769
745	5176	1762
746	5182	1755
747	5189	1748
748	5195	1741
749	5201	1733
750	5207	1726
751	5217	1720
752	5225	1714
753	5233	1707
754	5240	1700
755	5246	1693
756	5252	1686
757	5259	1679
758	5265	1671
759	5271	1664
760	5277	1657
761	5283	1650
762	5290	1643
763	5296	1636
764	5303	1629
765	5309	1621
766	5315	1614
767	5322	1607
768	5328	1600
769	5334	1593
770	5340	1586
771	5346	1579
772	5352	1571
773	5359	1564
774	5365	1557
775	5371	1550
776	5377	1543
777	5384	1536
778	5390	1529
779	5396	1522
780	5402	1514
781	5408	1507
782	5415	1500
783	5421	1493
784	5427	1486
785	5433	1479
786	5439	1472
787	5446	1465
788	5453	1458
789	5459	1451
790	5465	1443
791	5471	1436
792	5477	1429
793	5483	1422
794	5489	1415
795	5496	1408
796	5502	1401
797	5508	1394
798	5515	1387
799	5520	1380
800	5527	1373
801	5533	1366
802	5539	1359
803	5546	1352
804	5552	1344
805	5558	1337
806	5565	1330
807	5571	1323
808	5577	1316
809	5583	1309
810	5590	1302
811	5595	1295
812	5602	1288
813	5608	1281
814	5614	1274
815	5620	1267
816	5626	1260
817	5640	1254
818	5648	1248
819	5656	1241
820	5665	1235
821	5673	1228
822	5682	1222
823	5690	1215
824	5699	1208
825	5707	1202
826	5717	1195
827	5725	1189
828	5731	1182
829	5737	1175
830	5744	1168
831	5752	1161
832	5759	1154
833	5773	1149
834	5782	1142
835	5792	1136
836	5801	1129
837	5808	1122
838	5814	1115
839	5820	1108
840	5827	1101
841	5834	1094
842	5842	1088
843	5848	1081
844	5861	1075
845	5868	1068
846	5875	1061
847	5881	1054
848	5887	1047
849	5893	1040
850	5899	1032
851	5905	1025
852	5911	1018
853	5918	1011
854	5924	1004
855	5930	997
856	5936	990
857	5942	983
858	5948	976
859	5954	969
860	5961	962
861	5967	955
862	5973	948
863	5979	941
864	5986	934
865	5992	927
866	5998	920
867	6004	913
868	6010	906
869	6017	899
870	6024	892
871	6030	885
872	6037	878
873	6043	871
874	6050	864
875	6056	857
876	6062	850
877	6068	843
878	6074	836
879	6080	829
880	6086	822
881	6092	815
882	6098	808
883	6104	801
884	6110	794
885	6117	787
886	6123	780
887	6130	773
888	6136	766
889	6143	759
890	6149	752
891	6155	745
892	6162	738
893	6168	731
894	6174	724
895	6180	717
896	6187	710
897	6193	703
898	6200	696
899	6206	689
900	6212	682
901	6218	675
902	6224	668
903	6231	661
904	6237	654
905	6243	647
906	6249	640
907	6255	633
908	6261	626
909	6267	619
910	6273	612
911	6279	605
912	6285	598
913	6291	592
914	6298	585
915	6304	578
916	6311	571
917	6317	564
918	6323	557
919	6329	550
920	6336	543
921	6342	536
922	6348	529
923	6354	522
924	6360	515
925	6366	508
926	6372	501
927	6378	494
928	6384	487
929	6391	481
930	6397	474
931	6403	467
932	6410	460
933	6416	453
934	6422	446
935	6428	439
936	6434	432
937	6440	425
938	6446	418
939	6452	411
940	6459	404
941	6465	398
942	6471	391
943	6477	384
944	6483	377
945	6489	370
946	6496	363
947	6502	356
948	6508	349
949	6514	342
950	6521	335
951	6527	329
952	6533	322
953	6539	315
954	6545	308
955	6551	301
956	6558	294
957	6564	287
958	6570	280
959	6577	274
960	6583	267
961	6589	260
962	6596	253
963	6602	246
964	6609	239
965	6619	232
966	6625	226
967	6631	219
968	6638	212
969	6645	205
970	6651	198
971	6657	191
972	6663	184
973	6670	178
974	6676	171
975	6682	164
976	6689	157
977	6695	150
978	6701	143
979	6709	136
980	6716	130
981	6722	123
982	6728	116
983	6735	109
984	6742	102
985	6748	95
986	6757	89
987	6763	82
988	6771	75
989	6777	68
990	6783	61
991	6790	54
992	6796	47
993	6802	41
994	6808	34
995	6819	27
996	6827	20
997	6833	13
998	6839	6
999	6845	0
