iter	RMSE
319	456.0269616
320	455.8198029
321	455.8121613
322	455.4691355
323	455.2695336
324	455.1172606
325	454.8699224
326	454.7196159
327	454.6112424
328	454.416936
329	454.0797765
330	453.7658547
331	453.6460184
332	453.243707
333	452.9469027
334	452.8318852
335	452.6815101
336	452.305338
337	452.0690133
338	451.9288438
339	451.7634581
340	451.6702056
341	451.6674745
342	451.4455413
343	451.2984816
344	451.223328
345	451.1667797
346	451.1643963
347	450.9668437
348	450.897763
349	450.6766247
350	450.5496794
351	450.4772673
352	450.3502787
353	450.235863
354	449.9308008
355	449.8580488
356	449.6160894
357	449.3295166
358	449.1250731
359	448.8362289
360	448.4132402
361	448.2930605
362	448.0388599
363	447.9583964
364	447.6811069
365	447.3016893
366	447.1869122
367	446.8667089
368	446.7770915
369	446.6637182
370	446.5964924
371	446.3385081
372	445.9997691
373	445.5246741
374	445.4337828
375	445.3676163
376	445.1835383
377	445.0716043
378	444.978905
379	444.9718964
380	444.6682756
381	444.5688442
382	444.5195257
383	444.2518119
384	444.1631449
385	444.1438164
386	443.9962335
387	443.8677486
388	443.7402695
389	443.5606862
390	443.1914038
391	442.9718599
392	442.80811
393	442.6295349
394	442.5453462
395	442.4506678
396	442.3753876
397	442.102997
398	442.0225528
399	441.8565055
400	441.7104476
401	441.5383536
402	441.4377768
403	441.3461782
404	441.2688421
405	441.1169025
406	441.0476476
407	440.986
408	440.6923275
409	440.5700723
410	440.4222548
411	440.3895043
412	440.2841775
413	440.1202687
414	440.0277938
415	439.7928052
416	439.7295552
417	439.6969684
418	439.535966
419	439.4790476
420	439.3119038
421	439.1834751
422	438.9804939
423	438.8630409
424	438.830018
425	438.7038001
426	438.5931547
427	438.5373721
428	438.3011906
429	438.1261838
430	437.8663157
431	437.6275513
432	437.5220036
433	437.2229008
434	437.0558564
435	436.8860136
436	436.819913
437	436.5638367
438	436.4644632
439	436.3453095
440	436.1062031
441	435.8942404
442	435.8923054
443	435.685756
444	435.5989499
445	435.342363
446	435.2398725
447	435.0240943
448	434.8690086
449	434.7876828
450	434.3783807
451	434.2232967
452	433.9944933
453	433.8053195
454	433.6804609
455	433.5318574
456	433.2700378
457	433.1055837
458	433.0406868
459	432.9925249
460	432.9503793
461	432.7936843
462	432.7902839
463	432.6033809
464	432.375532
465	432.1815122
466	432.0815641
467	431.9999699
468	431.8465342
469	431.8437662
470	431.7884789
471	431.5682945
472	431.5531957
473	431.1414441
474	430.8364516
475	430.8084207
476	430.7220301
477	430.5439518
478	430.4703248
479	430.0076886
480	429.8609173
481	429.6912248
482	429.6069588
483	429.5382332
484	429.5217714
485	429.4504788
486	429.4092598
487	429.3374609
488	429.0696696
489	428.9184679
490	428.6129267
491	428.5506943
492	428.4971756
493	428.3638203
494	428.3490567
495	428.3137187
496	428.2818673
497	427.76689
498	427.5892816
499	427.4487372
500	427.1626651
501	427.0786849
502	426.9990646
503	426.8267171
504	426.8226492
505	426.6991015
506	426.6976797
507	426.6253053
508	426.5079255
509	426.3560677
510	426.2640652
511	426.0280284
512	425.8183175
513	425.7289002
514	425.6250105
515	425.4749761
516	425.3690195
517	425.3030854
518	425.3022793
519	425.2189948
520	425.0969693
521	424.8929466
522	424.8918949
523	424.652919
524	424.5326889
525	424.330913
526	424.100353
527	423.9915414
528	423.920813
529	423.8110733
530	423.678653
531	423.5461462
532	423.4892424
533	423.4359106
534	423.3761325
535	423.2377053
536	423.2121759
537	423.0353325
538	422.9357682
539	422.8500229
540	422.8006664
541	422.6833839
542	422.5686372
543	422.4798784
544	422.414559
545	422.3123764
546	422.2237832
547	422.1866315
548	422.0112219
549	421.9271592
550	421.8304435
551	421.7762717
552	421.7127761
553	421.5950103
554	421.5199281
555	421.418509
556	421.2745814
557	421.1508275
558	420.9385491
559	420.7702606
560	420.6060726
561	420.4549056
562	420.3572025
563	420.3206157
564	420.286102
565	420.176561
566	420.121319
567	420.1203262
568	419.9141648
569	419.8561203
570	419.7555068
571	419.6580438
572	419.4534045
573	419.35862
574	419.3201832
575	419.0526933
576	418.8177866
577	418.7204663
578	418.5159906
579	418.3254529
580	418.2801414
581	418.2353995
582	418.0058535
583	417.9648198
584	417.8320147
585	417.7684663
586	417.6818979
587	417.5980919
588	417.4331024
589	417.2352801
590	417.093907
591	416.953401
592	416.9272466
593	416.7426938
594	416.6910601
595	416.5088888
596	416.4396794
597	416.316028
598	416.0481453
599	416.0108802
600	415.700842
601	415.4373892
602	415.2230469
603	415.0711757
604	414.7931083
605	414.6092809
606	414.5082221
607	414.439424
608	414.2207241
609	414.1631113
610	413.9729909
611	413.9109301
612	413.8121594
613	413.7215894
614	413.6276367
615	413.5373954
616	413.3420998
617	413.2515141
618	412.9765431
619	412.86859
620	412.8113311
621	412.5558037
622	412.2021476
623	412.0942096
624	411.9574429
625	411.7841608
626	411.7470363
627	411.6978996
628	411.5940109
629	411.5106054
630	411.4804341
631	411.4554296
632	411.4168696
633	411.3665879
634	411.1470248
635	411.1174898
636	411.031679
637	410.9182027
638	410.6879999
639	410.6227006
640	410.3423478
641	410.2847595
642	410.1347061
643	409.9576928
644	409.7260297
645	409.4865413
646	409.4010908
647	409.2005972
648	408.9116513
649	408.8843343
650	408.7447424
651	408.6314336
652	408.4845842
653	408.3674771
654	408.2650632
655	408.1538416
656	408.0204527
657	407.8049747
658	407.712061
659	407.4507636
660	407.2740675
661	407.1805973
662	407.0339718
663	407.0004372
664	406.8576162
665	406.7481497
666	406.6877627
667	406.6054417
668	406.4920518
669	406.4023976
670	406.3426842
671	406.2331086
672	405.9303178
673	405.8900998
674	405.7904402
675	405.6571901
676	405.4942224
677	405.4081681
678	405.3716129
679	405.2723381
680	405.1256646
681	404.9872951
682	404.885823
683	404.7938635
684	404.4641988
685	404.4043352
686	404.3117213
687	404.1748138
688	403.9482346
689	403.824196
690	403.8006187
691	403.706087
692	403.6700562
693	403.5538984
694	403.4101189
695	403.3252845
696	403.205857
697	403.1350849
698	403.0041778
699	402.9567319
700	402.8368509
701	402.7624478
702	402.6080169
703	402.5831727
704	402.5231483
705	402.4394527
706	402.3098762
707	402.281975
708	402.108111
709	401.9704894
710	401.9010285
711	401.8637582
712	401.7598932
713	401.6630758
714	401.5341637
715	401.3407343
716	401.3015092
717	401.2128361
718	401.1914385
719	400.987474
720	400.9068062
721	400.7701586
722	400.6445853
723	400.5980792
724	400.5900766
725	400.4015297
726	400.2363363
727	400.1567514
728	400.1278495
729	399.9075631
730	399.8201671
731	399.72983
732	399.6572831
733	399.5551995
734	399.3890475
735	399.2783522
736	399.0952606
737	398.9351894
738	398.7944935
739	398.7433364
740	398.6394312
741	398.6267235
742	398.5068493
743	398.4158658
744	398.2064922
745	398.1329988
746	398.0589543
747	397.8217126
748	397.7646551
749	397.7069292
750	397.5063323
751	397.4503711
752	397.2997941
753	397.1467435
754	396.9699302
755	396.9284664
756	396.8289906
757	396.7434903
758	396.6423109
759	396.5073785
760	396.4566611
761	396.3399093
762	396.2654214
763	396.2235268
764	396.1561532
765	396.0993801
766	396.0568166
767	396.00207
768	395.7381921
769	395.7166437
770	395.6648275
771	395.5414004
772	395.3734766
773	395.2570013
774	395.1486813
775	395.0280077
776	394.9969768
777	394.8978678
778	394.7877714
779	394.7629931
780	394.7193461
781	394.654252
782	394.6008537
783	394.4801545
784	394.2178613
785	394.1485174
786	393.9779355
787	393.904382
788	393.8370139
789	393.7637914
790	393.5629318
791	393.4804057
792	393.4180083
793	393.3253199
794	393.2836827
795	393.2167417
796	393.0490802
797	392.8862841
798	392.808469
799	392.7927412
800	392.770038
801	392.7180627
802	392.6798819
803	392.550223
804	392.4349017
805	392.2774985
806	392.2070212
807	392.0340563
808	391.9887084
809	391.8882428
810	391.8051404
811	391.6820458
812	391.6237148
813	391.616765
814	391.3497066
815	391.3067653
816	391.2315575
817	390.8519355
818	390.8244849
819	390.7486115
820	390.6907517
821	390.6169118
822	390.4930844
823	390.4009223
824	390.3041307
825	390.1771703
826	390.060754
827	389.9755814
828	389.6527149
829	389.5774579
830	389.4586617
831	389.418061
832	389.2832187
833	389.2633655
834	389.1855709
835	389.011472
836	388.7934036
837	388.6860045
838	388.6691852
839	388.5789203
840	388.4727139
841	388.3470925
842	388.3349366
843	388.1849938
844	388.1155257
845	388.0119968
846	387.9200813
847	387.7905081
848	387.5662265
849	387.529338
850	387.4159685
851	387.1885438
852	386.9423932
853	386.8791026
854	386.7838637
855	386.576642
856	386.5012247
857	386.3749953
858	386.2760533
859	386.1388487
860	386.0164932
861	385.9268785
862	385.8076323
863	385.6661381
864	385.6014066
865	385.5118131
866	385.3051818
867	385.0908369
868	385.0616128
869	384.9473168
870	384.8671358
871	384.7992679
872	384.7684714
873	384.5161198
874	384.4038017
875	384.2682626
876	384.1166354
877	384.0044544
878	383.9322408
879	383.8123676
880	383.8040044
881	383.739207
882	383.6124468
883	383.4960969
884	383.3756268
885	383.2952613
886	383.234402
887	383.1308185
888	383.0941922
889	383.0051791
890	382.8527431
891	382.7225408
892	382.640111
893	382.5002276
894	382.4467237
895	382.4148579
896	382.3419616
897	382.2929446
898	382.2748621
899	382.2228465
900	382.1629407
901	382.0278591
902	382.0107791
903	381.9328253
904	381.9018671
905	381.880705
906	381.73122
907	381.6082709
908	381.5921324
909	381.4603258
910	381.2683
911	381.1365044
912	381.0274106
913	380.8839186
914	380.8368326
915	380.6727749
916	380.6400252
917	380.605592
918	380.5004296
919	380.4290244
920	380.2899026
921	380.2099872
922	380.0882086
923	380.0378265
924	380.007207
925	379.9317769
926	379.7607681
927	379.6306202
928	379.5362881
929	379.4326496
930	379.3555597
931	379.2253109
932	379.0839768
933	379.0375595
934	378.9075263
935	378.7801123
936	378.7579831
937	378.6734031
938	378.6346405
939	378.3591258
940	378.3075193
941	378.2598513
942	378.0215481
943	377.9341497
944	377.8805884
945	377.617427
946	377.5171945
947	377.4519923
948	377.2596872
949	377.1925918
950	377.0095844
951	376.9570766
952	376.7934112
953	376.6985993
954	376.6336177
955	376.5901314
956	376.4775428
957	376.3087962
958	376.2875462
959	376.1910654
960	376.0802935
961	376.0051503
962	375.923473
963	375.8576898
964	375.7471382
965	375.6313994
966	375.6006903
967	375.4667191
968	375.3376371
969	375.2822529
970	375.1592496
971	375.1243349
972	375.0694243
973	375.014319
974	374.9839427
975	374.9723023
976	374.9294915
977	374.8956336
978	374.8514764
979	374.8004547
980	374.6719742
981	374.6286465
982	374.519756
983	374.3873704
984	374.3761675
985	374.3023876
986	374.00354
987	373.8432122
988	373.7466712
989	373.6961729
990	373.6184085
991	373.5701907
992	373.5069382
993	373.3848456
994	373.222829
995	373.1692894
996	372.9859243
997	372.8231526
998	372.7275265
999	372.6033739
