iter	Passed	Remaining
277	4148	10775
278	4162	10756
279	4175	10736
280	4188	10715
281	4200	10695
282	4213	10675
283	4227	10657
284	4239	10637
285	4252	10616
286	4265	10597
287	4278	10577
288	4291	10556
289	4303	10535
290	4316	10517
291	4329	10498
292	4344	10482
293	4360	10471
294	4377	10461
295	4392	10446
296	4408	10434
297	4429	10434
298	4443	10416
299	4455	10396
300	4468	10376
301	4481	10356
302	4495	10340
303	4508	10321
304	4520	10301
305	4533	10281
306	4546	10262
307	4559	10244
308	4573	10226
309	4611	10264
310	4630	10258
311	4650	10255
312	4691	10297
313	4724	10321
314	4758	10348
315	4791	10370
316	4808	10360
317	4826	10351
318	4860	10376
319	4875	10360
320	4887	10339
321	4906	10331
322	4918	10309
323	4932	10291
324	4946	10272
325	4960	10254
326	4972	10234
327	4986	10217
328	5001	10200
329	5021	10195
330	5038	10183
331	5061	10184
332	5075	10165
333	5087	10145
334	5100	10125
335	5115	10108
336	5128	10089
337	5141	10070
338	5154	10050
339	5166	10030
340	5179	10010
341	5194	9993
342	5206	9972
343	5219	9953
344	5234	9937
345	5246	9917
346	5260	9899
347	5273	9880
348	5285	9859
349	5298	9840
350	5311	9821
351	5330	9812
352	5344	9795
353	5356	9775
354	5369	9756
355	5382	9736
356	5395	9717
357	5407	9697
358	5422	9681
359	5435	9662
360	5447	9643
361	5467	9635
362	5485	9626
363	5507	9623
364	5523	9610
365	5536	9589
366	5549	9572
367	5563	9554
368	5577	9537
369	5590	9518
370	5603	9501
371	5616	9481
372	5630	9464
373	5643	9446
374	5660	9433
375	5674	9417
376	5694	9410
377	5710	9396
378	5725	9381
379	5738	9362
380	5750	9343
381	5769	9333
382	5784	9318
383	5798	9300
384	5812	9284
385	5824	9265
386	5837	9245
387	5850	9227
388	5864	9212
389	5879	9196
390	5891	9176
391	5905	9159
392	5918	9141
393	5932	9124
394	5944	9105
395	5957	9086
396	5970	9068
397	5983	9049
398	5997	9033
399	6011	9017
400	6023	8998
401	6036	8979
402	6049	8961
403	6063	8945
404	6078	8929
405	6090	8910
406	6103	8892
407	6116	8874
408	6129	8857
409	6141	8838
410	6155	8821
411	6169	8804
412	6181	8785
413	6192	8765
414	6205	8748
415	6218	8730
416	6231	8711
417	6244	8693
418	6256	8675
419	6268	8656
420	6281	8639
421	6295	8622
422	6309	8606
423	6321	8587
424	6335	8571
425	6348	8553
426	6361	8536
427	6373	8518
428	6386	8500
429	6398	8481
430	6411	8464
431	6423	8446
432	6435	8427
433	6449	8411
434	6462	8394
435	6480	8382
436	6493	8366
437	6507	8350
438	6520	8332
439	6532	8314
440	6546	8297
441	6559	8280
442	6573	8264
443	6587	8248
444	6601	8233
445	6614	8216
446	6628	8199
447	6641	8183
448	6654	8166
449	6669	8151
450	6684	8137
451	6701	8125
452	6716	8109
453	6728	8092
454	6741	8075
455	6755	8058
456	6770	8044
457	6782	8026
458	6796	8011
459	6810	7994
460	6823	7978
461	6836	7961
462	6849	7944
463	6862	7927
464	6875	7910
465	6890	7895
466	6907	7883
467	6925	7872
468	6942	7860
469	6959	7847
470	6972	7830
471	6987	7817
472	7000	7800
473	7014	7784
474	7027	7767
475	7042	7752
476	7055	7735
477	7069	7720
478	7089	7710
479	7104	7696
480	7117	7679
481	7130	7663
482	7144	7646
483	7157	7630
484	7170	7613
485	7184	7598
486	7197	7582
487	7210	7565
488	7224	7549
489	7236	7532
490	7250	7516
491	7263	7499
492	7276	7482
493	7289	7466
494	7302	7450
495	7316	7434
496	7329	7418
497	7343	7402
498	7355	7385
499	7369	7369
500	7381	7352
501	7394	7335
502	7408	7319
503	7421	7303
504	7435	7288
505	7448	7271
506	7465	7258
507	7481	7245
508	7495	7230
509	7507	7213
510	7520	7196
511	7533	7180
512	7547	7165
513	7561	7149
514	7574	7133
515	7589	7118
516	7602	7102
517	7614	7085
518	7627	7069
519	7643	7055
520	7657	7039
521	7671	7024
522	7690	7014
523	7703	6997
524	7716	6981
525	7729	6965
526	7742	6948
527	7755	6932
528	7768	6917
529	7782	6901
530	7796	6885
531	7808	6869
532	7822	6854
533	7835	6837
534	7848	6821
535	7862	6806
536	7874	6789
537	7888	6774
538	7902	6758
539	7916	6743
540	7929	6727
541	7942	6711
542	7955	6695
543	7969	6679
544	7983	6664
545	7996	6649
546	8009	6632
547	8021	6616
548	8034	6600
549	8047	6584
550	8061	6568
551	8074	6553
552	8087	6537
553	8100	6521
554	8113	6505
555	8126	6489
556	8139	6473
557	8151	6457
558	8164	6441
559	8177	6424
560	8190	6409
561	8204	6394
562	8216	6377
563	8228	6361
564	8241	6344
565	8253	6328
566	8266	6313
567	8280	6297
568	8293	6281
569	8306	6266
570	8319	6250
571	8331	6234
572	8344	6218
573	8358	6203
574	8371	6187
575	8384	6171
576	8398	6156
577	8411	6141
578	8424	6125
579	8437	6109
580	8453	6096
581	8466	6081
582	8480	6065
583	8492	6049
584	8505	6034
585	8518	6018
586	8531	6002
587	8546	5988
588	8559	5973
589	8572	5957
590	8586	5942
591	8597	5925
592	8612	5910
593	8626	5896
594	8641	5882
595	8657	5868
596	8677	5857
597	8691	5842
598	8704	5827
599	8719	5812
600	8733	5797
601	8747	5783
602	8760	5767
603	8773	5752
604	8787	5737
605	8799	5721
606	8814	5706
607	8826	5690
608	8838	5674
609	8852	5659
610	8866	5644
611	8879	5629
612	8892	5613
613	8905	5598
614	8917	5582
615	8929	5566
616	8943	5551
617	8955	5535
618	8968	5520
619	8981	5504
620	8995	5489
621	9007	5474
622	9020	5458
623	9033	5443
624	9046	5428
625	9060	5412
626	9073	5397
627	9085	5382
628	9098	5366
629	9110	5350
630	9123	5335
631	9135	5319
632	9147	5303
633	9160	5288
634	9173	5272
635	9186	5257
636	9201	5243
637	9213	5227
638	9226	5212
639	9239	5197
640	9252	5182
641	9265	5166
642	9278	5151
643	9291	5136
644	9305	5121
645	9319	5106
646	9332	5091
647	9346	5076
648	9358	5061
649	9370	5045
650	9382	5030
651	9396	5015
652	9409	5000
653	9422	4984
654	9435	4969
655	9451	4956
656	9464	4941
657	9478	4926
658	9491	4911
659	9505	4896
660	9517	4881
661	9530	4865
662	9544	4851
663	9557	4836
664	9571	4821
665	9583	4806
666	9597	4791
667	9611	4776
668	9624	4761
669	9636	4746
670	9652	4732
671	9669	4719
672	9683	4704
673	9695	4689
674	9708	4674
675	9721	4659
676	9734	4644
677	9747	4629
678	9760	4614
679	9775	4600
680	9789	4585
681	9802	4570
682	9815	4555
683	9829	4541
684	9843	4526
685	9855	4511
686	9869	4496
687	9883	4481
688	9895	4466
689	9907	4451
690	9919	4435
691	9931	4420
692	9945	4405
693	9957	4390
694	9971	4376
695	9984	4361
696	9997	4346
697	10010	4331
698	10024	4316
699	10037	4301
700	10050	4286
701	10063	4271
702	10076	4257
703	10089	4242
704	10103	4227
705	10115	4212
706	10130	4198
707	10143	4183
708	10156	4168
709	10168	4153
710	10182	4138
711	10195	4124
712	10208	4109
713	10220	4094
714	10233	4079
715	10246	4064
716	10260	4049
717	10273	4035
718	10287	4020
719	10300	4005
720	10313	3991
721	10327	3976
722	10340	3961
723	10354	3947
724	10366	3932
725	10379	3917
726	10392	3902
727	10404	3887
728	10417	3872
729	10432	3858
730	10447	3844
731	10459	3829
732	10471	3814
733	10483	3799
734	10496	3784
735	10510	3770
736	10523	3755
737	10537	3740
738	10551	3726
739	10563	3711
740	10575	3696
741	10589	3681
742	10601	3666
743	10617	3653
744	10634	3639
745	10648	3625
746	10664	3611
747	10677	3597
748	10689	3582
749	10702	3567
750	10715	3552
751	10728	3538
752	10740	3523
753	10754	3508
754	10768	3494
755	10781	3479
756	10794	3465
757	10808	3450
758	10822	3436
759	10834	3421
760	10848	3407
761	10861	3392
762	10873	3377
763	10886	3362
764	10899	3348
765	10913	3333
766	10927	3319
767	10940	3304
768	10953	3290
769	10965	3275
770	10978	3260
771	10990	3246
772	11003	3231
773	11015	3216
774	11028	3201
775	11041	3187
776	11054	3172
777	11067	3157
778	11080	3143
779	11092	3128
780	11105	3114
781	11117	3099
782	11129	3084
783	11142	3069
784	11155	3055
785	11169	3040
786	11182	3026
787	11195	3011
788	11207	2997
789	11220	2982
790	11233	2968
791	11246	2953
792	11260	2939
793	11273	2924
794	11286	2910
795	11299	2895
796	11311	2881
797	11325	2866
798	11338	2852
799	11350	2837
800	11364	2823
801	11379	2809
802	11396	2795
803	11410	2781
804	11426	2767
805	11440	2753
806	11452	2739
807	11466	2724
808	11479	2710
809	11492	2695
810	11505	2681
811	11518	2666
812	11532	2652
813	11545	2638
814	11558	2623
815	11571	2609
816	11585	2594
817	11600	2581
818	11616	2567
819	11631	2553
820	11647	2539
821	11660	2525
822	11673	2510
823	11687	2496
824	11701	2482
825	11713	2467
826	11727	2453
827	11740	2438
828	11753	2424
829	11765	2409
830	11778	2395
831	11791	2380
832	11804	2366
833	11817	2352
834	11830	2337
835	11844	2323
836	11856	2309
837	11869	2294
838	11881	2280
839	11895	2265
840	11909	2251
841	11923	2237
842	11935	2222
843	11948	2208
844	11961	2194
845	11976	2180
846	11989	2165
847	12002	2151
848	12015	2136
849	12027	2122
850	12041	2108
851	12054	2094
852	12068	2079
853	12080	2065
854	12094	2051
855	12107	2036
856	12119	2022
857	12132	2008
858	12145	1993
859	12158	1979
860	12171	1965
861	12184	1950
862	12197	1936
863	12210	1921
864	12224	1907
865	12238	1893
866	12251	1879
867	12265	1865
868	12278	1850
869	12291	1836
870	12311	1823
871	12326	1809
872	12339	1795
873	12352	1780
874	12365	1766
875	12377	1752
876	12390	1737
877	12402	1723
878	12423	1710
879	12442	1696
880	12458	1682
881	12476	1669
882	12495	1655
883	12513	1642
884	12525	1627
885	12538	1613
886	12550	1598
887	12564	1584
888	12577	1570
889	12591	1556
890	12604	1541
891	12619	1527
892	12638	1514
893	12652	1500
894	12663	1485
895	12677	1471
896	12690	1457
897	12703	1442
898	12716	1428
899	12728	1414
900	12741	1400
901	12754	1385
902	12767	1371
903	12781	1357
904	12795	1343
905	12808	1328
906	12820	1314
907	12834	1300
908	12846	1286
909	12859	1271
910	12872	1257
911	12886	1243
912	12900	1229
913	12914	1215
914	12928	1201
915	12942	1186
916	12955	1172
917	12967	1158
918	12981	1144
919	12994	1129
920	13008	1115
921	13021	1101
922	13033	1087
923	13046	1073
924	13059	1058
925	13072	1044
926	13084	1030
927	13098	1016
928	13112	1002
929	13126	988
930	13141	973
931	13153	959
932	13165	945
933	13178	931
934	13192	917
935	13206	903
936	13220	888
937	13233	874
938	13245	860
939	13259	846
940	13273	832
941	13285	817
942	13296	803
943	13308	789
944	13320	775
945	13335	761
946	13348	747
947	13362	732
948	13374	718
949	13387	704
950	13404	690
951	13417	676
952	13430	662
953	13444	648
954	13457	634
955	13470	619
956	13482	605
957	13496	591
958	13510	577
959	13523	563
960	13536	549
961	13550	535
962	13564	521
963	13579	507
964	13593	493
965	13608	478
966	13623	464
967	13639	450
968	13653	436
969	13665	422
970	13678	408
971	13692	394
972	13705	380
973	13718	366
974	13732	352
975	13744	337
976	13758	323
977	13771	309
978	13784	295
979	13796	281
980	13809	267
981	13824	253
982	13838	239
983	13852	225
984	13866	211
985	13879	197
986	13894	183
987	13907	168
988	13919	154
989	13932	140
990	13945	126
991	13959	112
992	13972	98
993	13986	84
994	14001	70
995	14015	56
996	14028	42
997	14040	28
998	14052	14
999	14065	0
