iter	RMSE
267	103.9413316
268	103.9043667
269	103.8982815
270	103.8829806
271	103.8605174
272	103.8524076
273	103.8276354
274	103.7856177
275	103.769681
276	103.7556359
277	103.7438179
278	103.7253834
279	103.710206
280	103.6615888
281	103.6443155
282	103.5992581
283	103.5711011
284	103.5547441
285	103.5418538
286	103.5230443
287	103.4904841
288	103.4753492
289	103.468007
290	103.4518821
291	103.4358598
292	103.4228566
293	103.4118747
294	103.387065
295	103.3784351
296	103.3634768
297	103.3434284
298	103.2978193
299	103.2864544
300	103.2725141
301	103.2570225
302	103.2456727
303	103.2068776
304	103.2012627
305	103.1779162
306	103.1684935
307	103.1532005
308	103.1352489
309	103.1180194
310	103.0981827
311	103.0867076
312	103.0773131
313	103.0560097
314	103.0424793
315	103.0253276
316	103.0148489
317	103.0020359
318	102.991386
319	102.9656906
320	102.9528506
321	102.9419292
322	102.9373194
323	102.8533564
324	102.8118038
325	102.7983936
326	102.7827231
327	102.7691773
328	102.7534327
329	102.7436454
330	102.7295526
331	102.7086143
332	102.6736681
333	102.6640349
334	102.6482358
335	102.6347108
336	102.6172701
337	102.6002156
338	102.5823957
339	102.5768349
340	102.5710376
341	102.5428779
342	102.5335616
343	102.5187165
344	102.5111228
345	102.4992665
346	102.4872706
347	102.4746121
348	102.4668338
349	102.453394
350	102.4370784
351	102.4147146
352	102.3907066
353	102.3797385
354	102.3665971
355	102.3384586
356	102.3061372
357	102.2761417
358	102.257583
359	102.244997
360	102.2318734
361	102.2058216
362	102.1869364
363	102.1775412
364	102.1579532
365	102.153506
366	102.1119819
367	102.0983517
368	102.0873644
369	102.0798771
370	102.0610412
371	102.0562233
372	102.0223072
373	102.0102604
374	101.9987726
375	101.9839985
376	101.9438607
377	101.9334012
378	101.9180108
379	101.8877427
380	101.8844268
381	101.8764238
382	101.8597363
383	101.842258
384	101.822616
385	101.8030328
386	101.7922307
387	101.7821023
388	101.7615609
389	101.7464892
390	101.74287
391	101.7288651
392	101.7104668
393	101.6964789
394	101.6886255
395	101.6692558
396	101.6491446
397	101.637225
398	101.6105648
399	101.5888311
400	101.5818606
401	101.5785174
402	101.5522252
403	101.5407933
404	101.5190062
405	101.4993044
406	101.4903745
407	101.478934
408	101.4530051
409	101.4453342
410	101.4323179
411	101.4239542
412	101.4174783
413	101.4146031
414	101.4051977
415	101.3943172
416	101.3857274
417	101.3756252
418	101.3694146
419	101.3514441
420	101.3339507
421	101.3207875
422	101.3076641
423	101.302003
424	101.2886292
425	101.2810303
426	101.2521473
427	101.2466346
428	101.2246825
429	101.2207876
430	101.1964814
431	101.1931581
432	101.1829401
433	101.1705991
434	101.143315
435	101.1401728
436	101.120007
437	101.1001903
438	101.075293
439	101.0658352
440	101.0530458
441	101.0281264
442	101.0160472
443	101.0011964
444	100.9887345
445	100.9751678
446	100.9591394
447	100.945686
448	100.9244189
449	100.9114083
450	100.8998076
451	100.8859218
452	100.8725108
453	100.8483301
454	100.8222658
455	100.8094366
456	100.7969237
457	100.7865673
458	100.7639422
459	100.7442401
460	100.7325358
461	100.6790841
462	100.6541513
463	100.643031
464	100.6192545
465	100.6022367
466	100.5872307
467	100.5761349
468	100.5526395
469	100.5426161
470	100.5399404
471	100.5291907
472	100.5218109
473	100.5098471
474	100.5015141
475	100.4856352
476	100.467667
477	100.4571794
478	100.4465458
479	100.4380394
480	100.4296286
481	100.3805252
482	100.3724395
483	100.3647481
484	100.3547311
485	100.3416402
486	100.3221992
487	100.3090231
488	100.30144
489	100.2936066
490	100.2623367
491	100.2503816
492	100.239341
493	100.2316649
494	100.2210964
495	100.1971289
496	100.1851377
497	100.139574
498	100.1142955
499	100.1007841
500	100.0868464
501	100.0765348
502	100.0607653
503	100.0403469
504	100.0318223
505	100.0204533
506	100.0082872
507	99.99318736
508	99.9728231
509	99.96550511
510	99.9611032
511	99.95103177
512	99.94198388
513	99.93420231
514	99.92386205
515	99.91396864
516	99.90620587
517	99.90067186
518	99.89251517
519	99.87849984
520	99.85855892
521	99.85133973
522	99.83677847
523	99.83008885
524	99.81876232
525	99.8005008
526	99.79128073
527	99.78253122
528	99.75178389
529	99.73988223
530	99.71233965
531	99.70471788
532	99.67817536
533	99.66193488
534	99.65515332
535	99.6376621
536	99.63142002
537	99.62191547
538	99.61356572
539	99.58624884
540	99.57962785
541	99.57251752
542	99.5623646
543	99.54290469
544	99.52440141
545	99.51422869
546	99.50543712
547	99.49560508
548	99.48812548
549	99.47623559
550	99.46749598
551	99.45626328
552	99.43427791
553	99.42827542
554	99.40498743
555	99.3840094
556	99.3771148
557	99.36289994
558	99.35484115
559	99.34834655
560	99.33813934
561	99.3243166
562	99.31967093
563	99.30196213
564	99.29146477
565	99.28363442
566	99.26754104
567	99.25815884
568	99.23234505
569	99.20420464
570	99.19265375
571	99.1888507
572	99.17457362
573	99.16618847
574	99.15804619
575	99.15176839
576	99.144893
577	99.12272096
578	99.10530581
579	99.09407976
580	99.07839417
581	99.02114477
582	99.00755491
583	98.99752085
584	98.99083918
585	98.98500925
586	98.97869382
587	98.96929883
588	98.96172864
589	98.95772563
590	98.94856163
591	98.94424749
592	98.916561
593	98.90568532
594	98.89038219
595	98.88280725
596	98.85383959
597	98.84367055
598	98.81961254
599	98.8102534
600	98.807739
601	98.79544571
602	98.77965482
603	98.77553548
604	98.76111865
605	98.74583418
606	98.73073741
607	98.72724372
608	98.72002202
609	98.71198793
610	98.70376081
611	98.69215288
612	98.68437686
613	98.67091694
614	98.66976246
615	98.66645584
616	98.64917152
617	98.64327623
618	98.62690656
619	98.61558962
620	98.60415125
621	98.59819398
622	98.59272346
623	98.5697077
624	98.55530619
625	98.53509125
626	98.5234975
627	98.51890882
628	98.51643396
629	98.511914
630	98.50937177
631	98.4951122
632	98.49293779
633	98.48760389
634	98.47643861
635	98.46003377
636	98.45333099
637	98.44786759
638	98.4349198
639	98.4294431
640	98.37586598
641	98.36811434
642	98.36133361
643	98.35168556
644	98.32026194
645	98.30258715
646	98.28330254
647	98.27415507
648	98.2692063
649	98.26319445
650	98.25992483
651	98.2533014
652	98.25025755
653	98.24558829
654	98.22572987
655	98.20766216
656	98.18663604
657	98.18376189
658	98.17524488
659	98.16160178
660	98.15706814
661	98.1461931
662	98.13958148
663	98.13241831
664	98.1130708
665	98.11044512
666	98.10012889
667	98.09039945
668	98.08360062
669	98.07667847
670	98.069786
671	98.05685237
672	98.03178409
673	98.02304657
674	98.01366171
675	98.00334093
676	97.9835696
677	97.97640116
678	97.95593083
679	97.92947981
680	97.90855736
681	97.90534443
682	97.89492819
683	97.89129889
684	97.87321136
685	97.86962339
686	97.84504609
687	97.82823781
688	97.8209707
689	97.81602049
690	97.81432135
691	97.8004653
692	97.79167962
693	97.78778244
694	97.76494695
695	97.75266359
696	97.73962925
697	97.71729929
698	97.70392361
699	97.69902269
700	97.68917051
701	97.68312237
702	97.67470505
703	97.67258652
704	97.66599643
705	97.64858578
706	97.6403848
707	97.63462183
708	97.62752211
709	97.61838009
710	97.6084649
711	97.5976357
712	97.59075274
713	97.58721533
714	97.5840051
715	97.5751496
716	97.56789658
717	97.55148183
718	97.54392016
719	97.52839873
720	97.51267682
721	97.50455089
722	97.49210621
723	97.48280573
724	97.47994002
725	97.4592123
726	97.44517895
727	97.44003282
728	97.43383307
729	97.43045919
730	97.40141425
731	97.39744129
732	97.38670403
733	97.38095199
734	97.31226568
735	97.29497022
736	97.28270814
737	97.26601997
738	97.23658611
739	97.23034012
740	97.22475881
741	97.2014905
742	97.19854528
743	97.1922593
744	97.18308615
745	97.17647169
746	97.15737849
747	97.13558345
748	97.13118732
749	97.12418779
750	97.1109079
751	97.10238595
752	97.09534129
753	97.08878872
754	97.077664
755	97.06989601
756	97.05208005
757	97.03831025
758	97.03204264
759	97.02608614
760	97.01388525
761	97.00233045
762	96.99574837
763	96.98758704
764	96.9757527
765	96.96702482
766	96.955028
767	96.9483958
768	96.9420147
769	96.93680428
770	96.92472117
771	96.92002276
772	96.91691839
773	96.89753403
774	96.89306523
775	96.88351805
776	96.8754961
777	96.85865367
778	96.84830727
779	96.83164162
780	96.81283044
781	96.81101629
782	96.80916271
783	96.79561982
784	96.78453299
785	96.77075201
786	96.76310423
787	96.75769591
788	96.75309192
789	96.74641126
790	96.74008657
791	96.72464776
792	96.7180819
793	96.71103712
794	96.69634017
795	96.68582207
796	96.67356171
797	96.66904665
798	96.66220672
799	96.64948221
800	96.64621659
801	96.64424974
802	96.62848651
803	96.60578158
804	96.59513821
805	96.58237173
806	96.56341765
807	96.54004726
808	96.53247926
809	96.52635775
810	96.51046707
811	96.50608728
812	96.5000789
813	96.48975142
814	96.48166455
815	96.47654895
816	96.46918476
817	96.46078018
818	96.4535482
819	96.42214024
820	96.41688411
821	96.41404732
822	96.40543982
823	96.39354843
824	96.37893315
825	96.36760003
826	96.3603467
827	96.34878309
828	96.33808446
829	96.33222346
830	96.3189709
831	96.26653456
832	96.26343671
833	96.24840969
834	96.22751749
835	96.21845903
836	96.21650259
837	96.21090384
838	96.20992621
839	96.18813751
840	96.15028579
841	96.13545095
842	96.1315662
843	96.12815063
844	96.11954135
845	96.10637099
846	96.09368932
847	96.08562989
848	96.06983122
849	96.06802387
850	96.0604596
851	96.05119231
852	96.0419069
853	96.03715582
854	96.00961082
855	95.98375459
856	95.98099052
857	95.96462021
858	95.96105548
859	95.92368024
860	95.9153925
861	95.91418252
862	95.90362713
863	95.89884907
864	95.88418667
865	95.85319775
866	95.84722477
867	95.81888883
868	95.81018623
869	95.80415107
870	95.80003334
871	95.79842615
872	95.77835448
873	95.77081189
874	95.76550638
875	95.75932692
876	95.75129305
877	95.7482063
878	95.74363156
879	95.73539396
880	95.73438666
881	95.72063866
882	95.70986725
883	95.70214519
884	95.69758047
885	95.69242389
886	95.68958132
887	95.68465414
888	95.67199218
889	95.66008804
890	95.65087518
891	95.64485228
892	95.64377543
893	95.63611073
894	95.63515708
895	95.62541398
896	95.61886615
897	95.61060964
898	95.59789137
899	95.59548078
900	95.58987615
901	95.57098642
902	95.56547947
903	95.55713261
904	95.54733235
905	95.53771896
906	95.52664517
907	95.51233274
908	95.49630043
909	95.45877037
910	95.44976282
911	95.42052619
912	95.35664054
913	95.34565269
914	95.32660878
915	95.31458429
916	95.30791313
917	95.29981025
918	95.25952975
919	95.24653559
920	95.22502442
921	95.21116909
922	95.20560674
923	95.19887535
924	95.18839539
925	95.18312212
926	95.17959373
927	95.16674679
928	95.15266681
929	95.1431938
930	95.13217013
931	95.1219325
932	95.11186742
933	95.10683437
934	95.0945168
935	95.07366946
936	95.05512882
937	95.04649684
938	95.04265558
939	95.0367428
940	95.03140576
941	95.02934592
942	95.02844821
943	95.02204232
944	95.01979491
945	95.01087492
946	95.00079227
947	94.97921243
948	94.97620862
949	94.97200235
950	94.95794129
951	94.94702653
952	94.93913383
953	94.91925735
954	94.91414737
955	94.90634299
956	94.89723218
957	94.88566947
958	94.87735239
959	94.87577589
960	94.84579799
961	94.83132161
962	94.82192051
963	94.80903565
964	94.80208085
965	94.79781447
966	94.79334414
967	94.76544572
968	94.75009663
969	94.73414034
970	94.71273255
971	94.70663028
972	94.69368101
973	94.68592122
974	94.68020716
975	94.67744294
976	94.6670655
977	94.65610397
978	94.64960811
979	94.64721757
980	94.6400594
981	94.62069675
982	94.61537837
983	94.59923804
984	94.59356573
985	94.58946873
986	94.57488067
987	94.56992753
988	94.56779966
989	94.54882852
990	94.53584978
991	94.51691211
992	94.51009746
993	94.49833734
994	94.48784402
995	94.48271979
996	94.46862855
997	94.46664087
998	94.46473464
999	94.45620742
